Date,Day of Week,Weekend,Holiday,Internal Events,Offline Job Count,Network Down,Employees Count,Social Media Count,Guest Count,Mobile Usage Count,Total Swipe Hours,total_usage
2015-11-17,2,0,1,0,32,1,3,0,0,0,24.3057400137,80.12499426791767
2015-11-18,3,0,0,0,88,0,1016,544,0,98,8231.543951306701,13059.790722660062
2015-11-19,4,0,0,0,85,3,1162,586,7,115,9464.4596604706,11677.212297758146
2015-11-20,5,0,0,0,96,1,1158,518,7,139,9432.052007119,13661.956288585692
2015-11-21,6,1,1,0,28,0,36,14,0,0,291.6688801644,478.6559146309034
2015-11-22,7,1,1,0,26,1,27,11,0,0,218.7516601233,343.41904190551725
2015-11-23,1,0,0,0,110,4,1193,688,6,148,9708.470922255401,11232.685238221073
2015-11-24,2,0,1,1,18,1,4,0,0,0,32.4076533516,48.65671020526487
2015-11-25,3,0,1,0,23,0,4,0,0,0,32.4076533516,80.05686552595705
2015-11-26,4,0,0,0,104,0,1107,575,1,121,8975.9661167457,14238.799421462287
2015-11-27,5,0,0,0,109,5,1136,526,2,151,9218.0696552349,9364.949676367218
2015-11-28,6,1,1,0,29,0,59,18,0,0,478.0128869361,745.9971871236426
2015-11-29,7,1,1,0,29,0,20,17,0,0,162.038266758,309.74327536595496
2015-11-30,1,0,0,0,82,4,1026,650,0,101,8312.5630846857,9702.368128320313
2015-12-01,2,0,0,0,89,5,1165,666,7,124,9488.7654004843,9813.808091343153
2015-12-02,3,0,0,0,88,1,1166,685,0,104,9446.8309519918,14036.088389726621
2015-12-03,4,0,0,0,82,1,1057,648,4,98,8592.314604920899,12815.031661479821
2015-12-04,5,0,0,0,102,3,1193,504,5,108,9701.3228705654,11734.962000413236
2015-12-05,6,1,1,0,21,1,37,14,0,0,299.7707935023,445.3044475837669
2015-12-06,7,1,1,0,26,1,48,14,0,0,388.8918402192,565.3749361034392
2015-12-07,1,0,1,0,25,0,0,0,0,0,0.0,38.66197858961999
2015-12-08,2,0,0,0,100,5,1129,611,3,120,9168.504313559599,9435.908552557423
2015-12-09,3,0,0,0,115,4,1087,586,0,165,8806.7797982977,10223.297157839826
2015-12-10,4,0,0,0,82,5,1000,639,4,164,8130.5055446606,8751.407623369074
2015-12-11,5,0,0,0,96,0,1148,671,4,148,9329.5887186698,15002.76666511414
2015-12-12,6,1,1,0,26,1,40,10,0,0,324.076533516,473.68482166090376
2015-12-13,7,1,1,0,28,1,51,17,0,0,413.1975802329,606.5978185493063
2015-12-14,1,0,1,0,21,0,0,0,0,0,0.0,32.476062015280796
2015-12-15,2,0,0,0,118,3,1123,695,4,114,9127.040885222299,11662.87967282854
2015-12-16,3,0,0,0,119,3,1072,616,6,143,8728.1394083695,11122.539720264533
2015-12-17,4,0,0,0,104,3,1122,532,2,153,9104.642868504301,11326.275165216439
2015-12-18,5,0,0,0,83,4,1041,567,3,96,8455.5359398244,9602.886956942057
2015-12-19,6,1,1,0,16,0,36,14,0,0,291.6688801644,460.0981649078858
2015-12-20,7,1,1,0,26,1,27,10,0,0,218.7516601233,340.92162107701944
2015-12-21,1,0,0,0,86,3,1174,528,1,87,9518.7943103851,11543.817490284884
2015-12-22,2,0,1,0,30,1,5,0,0,0,40.5095666895,97.45714376288412
2015-12-23,3,0,0,0,102,3,1098,668,5,106,8931.641103464799,11341.721745437804
2015-12-24,4,0,1,1,28,1,5,0,0,0,40.5095666895,69.3265230462975
2015-12-25,5,0,1,0,34,0,1,0,0,0,8.1019133379,63.70225218775985
2015-12-26,6,1,1,0,23,0,55,20,0,0,445.60523358449996,697.2253086956227
2015-12-27,7,1,1,0,35,0,52,16,0,0,421.2994935708,672.4274911870191
2015-12-28,1,0,0,0,118,4,1058,631,5,98,8607.5645699488,9954.50999371019
2015-12-29,2,0,0,0,120,1,1174,594,0,89,9511.646258695,13899.420407972224
2015-12-30,3,0,0,0,81,4,1114,691,6,95,9068.4197685613,10460.64781515983
2015-12-31,4,0,1,1,35,1,5,0,0,0,40.5095666895,80.1518770513911
2016-01-01,5,0,1,0,24,1,2,0,0,0,16.2038266758,57.54060722817125
2016-01-02,6,1,1,0,29,1,55,12,0,0,445.60523358449996,636.5074091146741
2016-01-03,7,1,1,0,31,1,56,14,0,0,453.7071469224,654.8077629499073
2016-01-04,1,0,0,0,87,2,1198,508,7,167,9756.128540635,13017.864680867888
2016-01-05,2,0,0,0,106,5,1169,545,7,137,9521.173053835899,9599.388403536303
2016-01-06,3,0,0,0,110,5,1131,619,1,131,9170.4120368553,9509.253253432138
2016-01-07,4,0,0,0,93,3,1029,504,0,100,8336.868824699499,10310.283152711456
2016-01-08,5,0,0,0,92,4,1160,559,4,125,9426.8116787246,10568.444056577155
2016-01-09,6,1,1,0,15,1,48,20,0,0,388.8918402192,563.3481904949932
2016-01-10,7,1,1,0,27,0,39,15,0,0,315.9746201781,512.9727402334464
2016-01-11,1,0,0,0,109,2,1122,589,2,133,9104.642868504301,12442.595067461556
2016-01-12,2,0,0,0,81,3,1070,573,0,113,8669.0472715534,10843.369131747375
2016-01-13,3,0,0,1,95,1,1101,637,7,151,8970.2429468587,7894.666409352321
2016-01-14,4,0,1,0,35,1,3,0,0,0,24.3057400137,84.76443169867206
2016-01-15,5,0,1,0,21,0,5,0,0,0,40.5095666895,88.0858685446641
2016-01-16,6,1,1,0,32,0,46,14,0,0,372.68801354339996,596.0614442640092
2016-01-17,7,1,1,0,22,1,46,18,0,0,372.68801354339996,548.7535950609551
2016-01-18,1,0,0,0,117,5,1128,553,1,103,9146.1062968416,9259.755219903416
2016-01-19,2,0,0,0,111,3,1188,554,2,134,9639.3691488057,11894.615985397388
2016-01-20,3,0,0,0,103,1,1078,525,1,132,8741.0106299466,12839.27015992154
2016-01-21,4,0,0,0,94,1,1173,538,2,107,9517.840448737199,13762.868005767943
2016-01-22,5,0,0,0,102,2,1170,574,7,97,9529.2749671738,12755.981440973601
2016-01-23,6,1,1,0,25,1,39,11,0,0,315.9746201781,464.4232094547488
2016-01-24,7,1,1,0,29,1,58,12,0,0,469.9109735982,667.1450707878782
2016-01-25,1,0,0,0,88,3,1131,655,6,90,9206.152295305601,11523.809293452368
2016-01-26,2,0,1,0,33,0,4,0,0,0,32.4076533516,95.52165696180504
2016-01-27,3,0,0,0,89,3,1091,610,0,140,8839.1874516493,11197.476865992774
2016-01-28,4,0,0,0,116,5,1077,676,4,143,8754.3528716789,9345.835020638458
2016-01-29,5,0,0,0,112,0,1000,690,6,133,8144.8016480407,13393.336239513495
2016-01-30,6,1,1,0,33,0,46,10,0,0,372.68801354339996,587.6182400936028
2016-01-31,7,1,1,0,21,1,35,13,0,0,283.5669668265,422.381918973133
2016-02-01,1,0,0,0,96,0,1003,628,5,124,8161.959336364301,13220.256277858974
2016-02-02,2,0,0,0,87,5,1098,515,6,94,8938.7891551549,8909.395946393945
2016-02-03,3,0,0,0,119,2,1150,648,4,146,9345.792545345601,12906.089814901781
2016-02-04,4,0,0,0,108,1,1122,613,2,170,9104.642868504301,13621.464917825278
2016-02-05,5,0,0,0,106,5,1115,599,2,121,9047.929475139,9323.367650379594
2016-02-06,6,1,1,0,20,1,21,12,0,0,170.1401800959,275.3622645260981
2016-02-07,7,1,1,0,31,1,41,16,0,0,332.17844685389997,506.6142962408826
2016-02-08,1,0,1,0,27,0,0,0,0,0,0.0,41.75493687678959
2016-02-09,2,0,0,0,115,5,1061,576,4,113,8624.7222582725,8908.166770767053
2016-02-10,3,0,0,0,107,1,1112,502,3,136,9030.7717868153,13151.081985473878
2016-02-11,4,0,0,0,118,0,1141,547,7,126,9294.3194803747,14597.246087846386
2016-02-12,5,0,1,0,34,0,1,0,0,0,8.1019133379,63.70225218775985
2016-02-13,6,1,1,0,31,1,52,14,0,0,421.2994935708,613.9575473856352
2016-02-14,7,1,1,0,23,1,31,20,0,0,251.15931347490002,402.10660749551505
2016-02-15,1,0,0,0,85,1,1009,648,2,154,8189.1266613216,12475.990556739589
2016-02-16,2,0,0,0,118,4,1147,584,0,116,9292.8945985717,10539.40618213656
2016-02-17,3,0,0,0,99,4,1183,589,5,148,9620.3037371864,10891.078171296613
2016-02-18,4,0,0,0,98,5,1025,544,6,136,8347.3494814882,8632.516212312159
2016-02-19,5,0,1,0,27,0,1,0,0,0,8.1019133379,52.87689818266625
2016-02-20,6,1,1,0,22,0,23,15,0,0,186.34400677169998,327.2889636214958
2016-02-21,7,1,1,0,17,0,54,19,0,0,437.5033202466,674.3270516997394
2016-02-22,1,0,1,0,29,1,3,0,0,0,24.3057400137,75.48555683716327
2016-02-23,2,0,0,1,90,0,1091,534,4,92,8867.7796584095,8402.63371989975
2016-02-24,3,0,0,0,80,5,1010,529,1,94,8190.0805229694,8342.402062299869
2016-02-25,4,0,0,0,82,4,1192,580,1,81,9664.6287504673,10718.334941412906
2016-02-26,5,0,0,0,108,1,1154,556,3,117,9371.0521470072,13665.001882674353
2016-02-27,6,1,1,0,17,0,26,18,0,0,210.6497467854,360.41471430669515
2016-02-28,7,1,1,0,30,1,23,18,0,0,186.34400677169998,326.23668871506896
2016-02-29,1,0,0,0,90,1,1026,557,2,101,8326.8591880659,12286.651482914322
2016-03-01,2,0,0,0,97,2,1018,601,1,84,8254.8958296726,11351.37584601666
2016-03-02,3,0,0,0,117,2,1068,622,5,147,8688.5837033278,12080.419751883344
2016-03-03,4,0,0,0,116,0,1019,504,2,159,8270.1457947006,13206.64465551583
2016-03-04,5,0,1,0,32,0,5,0,0,0,40.5095666895,105.0971391240969
2016-03-05,6,1,1,0,20,1,34,15,0,0,275.4650534886,415.61772759547586
2016-03-06,7,1,1,0,25,1,35,17,0,0,283.5669668265,438.5575188614634
2016-03-07,1,0,1,0,31,1,4,0,0,0,32.4076533516,88.79106901540088
2016-03-08,2,0,0,0,112,3,1087,528,1,160,8813.9278499877,11051.310840082391
2016-03-09,3,0,0,0,90,0,1040,570,1,151,8433.1379231064,13540.67110198458
2016-03-10,4,0,0,0,104,5,1139,621,2,162,9242.3753952486,9643.963362113946
2016-03-11,5,0,0,0,96,4,1092,603,1,166,8854.4374166772,10279.005714292336
2016-03-12,6,1,1,0,33,1,40,17,0,0,324.076533516,501.99212146548194
2016-03-13,7,1,1,0,19,1,36,19,0,0,291.6688801644,444.48603954801825
2016-03-14,1,0,0,0,102,0,1052,659,2,128,8537.5089348513,13855.231968842403
2016-03-15,2,0,0,0,85,2,1199,650,3,116,9735.6382472127,13230.669824987579
2016-03-16,3,0,0,0,94,4,1127,652,3,139,9152.3004868838,10592.190809796837
2016-03-17,4,0,0,0,91,3,1071,530,4,101,8705.7413916515,10737.397477981067
2016-03-18,5,0,0,0,114,0,1014,611,3,100,8236.7842797011,13258.017966874075
2016-03-19,6,1,1,0,29,0,22,20,0,0,178.24209343380002,339.4794604632017
2016-03-20,7,1,1,0,21,0,59,18,0,0,478.0128869361,733.6253539749642
2016-03-21,1,0,0,0,109,0,1020,515,7,167,8313.9879664887,13268.600221261682
2016-03-22,2,0,0,0,114,2,1167,520,0,150,9454.9328653297,12737.633891825764
2016-03-23,3,0,1,0,20,1,0,0,0,0,0.0,30.92958287169599
2016-03-24,4,0,1,0,28,0,3,0,0,0,24.3057400137,76.66729993800438
2016-03-25,5,0,1,0,15,0,1,0,0,0,8.1019133379,34.31914845964865
2016-03-26,6,1,1,0,21,0,36,17,0,0,291.6688801644,475.32282311130314
2016-03-27,7,1,1,0,18,0,49,13,0,0,396.9937535571,605.2791993429541
2016-03-28,1,0,0,0,112,1,1196,624,4,158,9718.480558889,14383.394727099285
2016-03-29,2,0,0,0,109,3,1199,696,1,109,9721.3421438326,12268.32934643495
2016-03-30,3,0,0,0,82,5,1027,644,0,139,8320.6649980237,8863.735660201195
2016-03-31,4,0,0,0,82,1,1057,573,1,103,8570.8704498507,12633.73179579864
2016-04-01,5,0,0,0,83,1,1170,546,7,107,9529.2749671738,13747.737529429893
2016-04-02,6,1,1,0,24,1,34,14,0,0,275.4650534886,419.30622334131726
2016-04-03,7,1,1,0,35,0,22,16,0,0,178.24209343380002,338.7686520107193
2016-04-04,1,0,0,0,81,5,1055,523,5,163,8583.258829935101,8821.582948722284
2016-04-05,2,0,0,0,114,4,1120,681,7,111,9124.1793002788,10577.4177064403
2016-04-06,3,0,0,0,91,1,1117,572,3,80,9071.281353504799,13200.682866311787
2016-04-07,4,0,0,0,104,2,1114,511,0,154,9025.531458421,12217.449669714182
2016-04-08,5,0,1,0,25,0,5,0,0,0,40.5095666895,94.2717851190033
2016-04-09,6,1,1,0,26,1,20,16,0,0,162.038266758,284.4182688105301
2016-04-10,7,1,1,0,21,1,22,17,0,0,178.24209343380002,299.6084017032399
2016-04-11,1,0,0,0,113,1,1087,660,1,141,8813.9278499877,13308.154018274814
2016-04-12,2,0,0,0,80,4,1012,591,1,137,8206.2843496452,9547.071596158552
2016-04-13,3,0,1,0,32,1,4,0,0,0,32.4076533516,90.33754815898568
2016-04-14,4,0,1,0,29,0,2,0,0,0,16.2038266758,67.09181777571251
2016-04-15,5,0,1,1,35,1,0,0,0,0,0.0,54.126770025467984
2016-04-16,6,1,1,0,25,0,31,12,0,0,251.15931347490002,413.41182901377005
2016-04-17,7,1,1,0,35,1,33,13,0,0,267.3631401507,423.6075192011842
2016-04-18,1,0,0,0,85,2,1174,528,1,116,9518.7943103851,12688.39018628972
2016-04-19,2,0,0,0,104,2,1116,587,1,135,9048.883336786801,12376.953193383006
2016-04-20,3,0,1,0,23,1,3,0,0,0,24.3057400137,66.20668197565448
2016-04-21,4,0,1,0,26,0,4,0,0,0,32.4076533516,84.69630295671143
2016-04-22,5,0,0,0,99,1,1010,649,3,112,8204.3766263495,12399.205797090472
2016-04-23,6,1,1,0,30,0,56,20,0,0,453.7071469224,719.1726240065931
2016-04-24,7,1,1,0,15,0,28,11,0,0,226.8535734612,362.08373283179435
2016-04-25,1,0,0,0,85,4,1033,645,1,145,8376.4245297411,9868.483921239831
2016-04-26,2,0,0,0,80,3,1069,605,2,147,8675.2414615956,11010.367035960111
2016-04-27,3,0,0,0,80,0,1098,596,2,118,8910.1969483947,14148.421835502266
2016-04-28,4,0,0,0,89,4,1021,689,7,124,8322.0898798266,9852.964651534197
2016-04-29,5,0,0,0,118,1,1002,581,3,84,8139.5613196463,12101.295013194727
2016-04-30,6,1,1,0,17,1,58,13,0,0,469.9109735982,651.0847418933585
2016-05-01,7,1,1,0,17,1,35,17,0,0,283.5669668265,426.185685712785
2016-05-02,1,0,0,0,116,0,1183,681,1,102,9591.7115304262,15315.938268145848
2016-05-03,2,0,0,0,95,3,1191,620,2,168,9663.6748888194,12151.888331156437
2016-05-04,3,0,0,0,102,1,1010,596,4,81,8211.5246780396,12190.102818293832
2016-05-05,4,0,0,0,116,0,1047,501,5,125,8518.4435232319,13426.085742975645
2016-05-06,5,0,0,0,92,0,1060,698,3,158,8609.4722932445,14109.830998191008
2016-05-07,6,1,1,0,15,0,24,20,0,0,194.4459201096,340.07267506476785
2016-05-08,7,1,1,0,21,0,42,19,0,0,340.2803601918,547.0494326035588
2016-05-09,1,0,0,0,86,0,1070,639,2,109,8683.3433749335,13929.320619374022
2016-05-10,2,0,0,0,87,5,1093,512,7,156,8905.4276401554,9039.310740955265
2016-05-11,3,0,0,1,82,3,1175,572,4,144,9548.3403787931,5933.828322205403
2016-05-12,4,0,0,0,94,5,1038,574,1,149,8416.934096430601,8809.366236393089
2016-05-13,5,0,0,0,92,2,1119,630,7,82,9116.0773869409,12365.32129556005
2016-05-14,6,1,1,0,34,0,41,13,0,0,332.17844685389997,541.0471751932977
2016-05-15,7,1,1,0,33,1,59,18,0,0,478.0128869361,698.5280662242723
2016-05-16,1,0,0,0,80,4,1173,517,1,129,9510.6923970472,10545.591609914109
2016-05-17,2,0,0,0,98,4,1182,660,5,106,9612.2018238485,10945.710979093537
2016-05-18,3,0,0,0,86,5,1080,595,2,145,8764.3625083125,9117.270756214699
2016-05-19,4,0,0,0,85,1,1082,513,2,83,8780.5663349883,12692.227048541079
2016-05-20,5,0,0,0,94,0,1168,510,0,166,9463.0347786676,14858.705448228298
2016-05-21,6,1,1,0,19,0,31,10,0,0,251.15931347490002,399.13811249526566
2016-05-22,7,1,1,0,25,1,45,13,0,0,364.58610020550003,530.6933744581526
2016-05-23,1,0,0,0,97,0,1165,619,7,134,9488.7654004843,15033.159636868973
2016-05-24,2,0,0,0,82,1,1042,539,3,138,8463.6378531623,12495.357865175161
2016-05-25,3,0,0,0,90,4,1113,624,7,107,9067.4659069135,10334.734778220898
2016-05-26,4,0,0,0,107,0,1002,677,0,122,8118.1171645761,13330.56805843107
2016-05-27,5,0,0,0,119,1,1161,654,7,135,9456.3577471327,14056.988083214555
2016-05-28,6,1,1,0,25,0,24,13,0,0,194.4459201096,338.05552070113123
2016-05-29,7,1,1,0,15,1,20,13,0,0,162.038266758,259.9147357456039
2016-05-30,1,0,0,0,88,4,1073,593,4,126,8721.9452183273,9998.7396249195
2016-05-31,2,0,0,0,83,3,1067,651,4,135,8673.3337382999,11085.64362902602
2016-06-01,3,0,0,0,106,3,1130,619,7,100,9205.1984336578,11482.91314706308
2016-06-02,4,0,0,0,94,5,1109,671,1,127,8992.1699434215,9458.903017093837
2016-06-03,5,0,0,0,86,0,1136,639,1,128,9210.921603544799,14712.27681781141
2016-06-04,6,1,1,0,24,0,49,18,0,0,396.9937535571,627.045178346952
2016-06-05,7,1,1,0,21,1,57,19,0,0,461.8090602603,662.0426295476163
2016-06-06,1,0,0,0,107,2,1084,560,0,165,8782.474058284,12095.134663515404
2016-06-07,2,0,0,0,116,0,1105,551,7,103,9002.6506002103,14141.513515732304
2016-06-08,3,0,0,0,84,0,1144,554,1,154,9275.736910248,14656.235559695151
2016-06-09,4,0,0,0,119,2,1071,580,6,87,8720.0374950316,11846.676492322295
2016-06-10,5,0,0,0,88,3,1079,688,3,138,8763.4086466646,11292.115736295325
2016-06-11,6,1,1,0,15,0,46,14,0,0,372.68801354339996,569.7712988230676
2016-06-12,7,1,1,0,29,0,34,17,0,0,275.4650534886,465.45073364822827
2016-06-13,1,0,0,0,105,3,1018,644,5,149,8283.4880364328,10731.283248310365
2016-06-14,2,0,0,0,120,5,1041,691,2,124,8448.387888134399,9096.35477147277
2016-06-15,3,0,0,0,94,0,1128,611,5,109,9174.6985036019,14524.36187863757
2016-06-16,4,0,0,1,100,0,1056,601,2,84,8569.916588202901,8344.756822385554
2016-06-17,5,0,0,0,118,4,1128,586,1,127,9146.1062968416,10434.472870426534
2016-06-18,6,1,1,0,24,1,59,16,0,0,478.0128869361,679.6149122750135
2016-06-19,7,1,1,0,28,0,39,16,0,0,315.9746201781,517.016640205529
2016-06-20,1,0,0,0,97,5,1024,657,7,115,8346.395619840301,8852.284550296217
2016-06-21,2,0,1,0,22,1,4,0,0,0,32.4076533516,74.8727567231377
2016-06-22,3,0,0,0,113,0,1067,527,0,142,8644.7415315397,13742.281894012363
2016-06-23,4,0,0,0,118,3,1140,516,0,139,9236.1812052064,11416.154387283403
2016-06-24,5,0,0,0,114,5,1140,568,5,153,9271.921463656701,9516.808957392594
2016-06-25,6,1,1,0,32,0,45,12,0,0,364.58610020550003,579.9446413011369
2016-06-26,7,1,1,0,30,0,23,15,0,0,186.34400677169998,339.6607967701742
2016-06-27,1,0,0,0,109,1,1041,604,3,150,8455.5359398244,12721.704962080721
2016-06-28,2,0,0,0,106,2,1162,617,0,113,9414.4232986402,12820.873036452003
2016-06-29,3,0,0,0,107,0,1133,604,0,98,9179.4678118411,14540.28854888561
2016-06-30,4,0,0,0,115,3,1084,636,6,127,8825.362368424301,11223.730608907585
2016-07-01,5,0,1,0,34,1,4,0,0,0,32.4076533516,93.43050644615529
2016-07-02,6,1,1,0,15,0,33,18,0,0,267.3631401507,435.17548516066216
2016-07-03,7,1,1,0,26,0,59,10,0,0,478.0128869361,721.3783830649058
2016-07-04,1,0,0,0,94,5,1099,574,3,119,8925.4469134226,9134.271350080868
2016-07-05,2,0,0,0,96,0,1138,581,3,131,9241.4215336007,14618.26884953765
2016-07-06,3,0,1,0,15,1,1,0,0,0,8.1019133379,33.40974104484002
2016-07-07,4,0,0,0,116,0,1165,633,0,96,9438.7290386539,14977.122766981112
2016-07-08,5,0,0,0,119,2,1115,611,7,131,9083.6697335893,12455.008121065895
2016-07-09,6,1,1,0,25,0,50,19,0,0,405.095666895,642.2110396249111
2016-07-10,7,1,1,0,19,0,32,14,0,0,259.2612268128,420.24975711513355
2016-07-11,1,0,0,0,94,0,1009,656,5,116,8210.5708163917,13332.174630560012
2016-07-12,2,0,0,0,105,5,1194,599,0,103,9673.684525453,9787.516009734987
2016-07-13,3,0,0,0,86,0,1125,524,4,105,9143.2447118981,14248.016611612138
2016-07-14,4,0,0,0,107,3,1005,539,4,120,8171.0151113501,10282.045723786003
2016-07-15,5,0,0,0,82,2,1199,561,6,83,9757.0824022828,12921.984397206907
2016-07-16,6,1,1,0,34,0,39,20,0,0,315.9746201781,536.285198381029
2016-07-17,7,1,1,0,17,0,41,20,0,0,332.17844685389997,532.2389755518407
2016-07-18,1,0,0,0,81,5,1166,539,0,157,9446.8309519918,9562.583002391419
2016-07-19,2,0,1,0,21,1,3,0,0,0,24.3057400137,63.11372368848488
2016-07-20,3,0,0,0,87,4,1037,646,3,165,8423.1282864728,9963.147862769178
2016-07-21,4,0,0,0,88,2,1111,696,6,83,9044.1140285476,12449.738194004793
2016-07-22,5,0,0,0,84,1,1097,506,3,135,8909.243086746801,12969.608310113776
2016-07-23,6,1,1,0,26,0,44,16,0,0,356.48418686760004,569.5334884477427
2016-07-24,7,1,1,0,23,1,39,19,0,0,315.9746201781,481.3096177955616
2016-07-25,1,0,0,0,85,3,1022,561,1,169,8287.303483024201,10570.732021602344
2016-07-26,2,0,0,0,81,3,1111,546,0,154,9001.2257184073,11231.029301127981
2016-07-27,3,0,0,0,88,5,1122,565,1,92,9097.4948168142,9175.660499228572
2016-07-28,4,0,0,0,94,3,1132,686,7,123,9221.4022603336,11710.708761101656
2016-07-29,5,0,0,0,101,2,1136,567,6,128,9246.6618619951,12502.025148154724
2016-07-30,6,1,1,0,24,1,23,16,0,0,186.34400677169998,311.9629721965645
2016-07-31,7,1,1,0,21,1,32,20,0,0,259.2612268128,409.2262030994135
2016-08-01,1,0,0,0,101,0,1107,649,7,105,9018.8544268861,14390.719552394317
2016-08-02,2,0,0,0,82,0,1049,585,5,112,8534.6473499077,13570.354334226226
2016-08-03,3,0,0,0,94,4,1032,677,0,144,8361.1745647132,9949.621520534436
2016-08-04,4,0,0,0,88,5,1080,635,7,81,8800.1027667627,9059.613716568478
2016-08-05,5,0,0,0,89,0,1156,521,3,97,9387.255973683,14565.788529137268
2016-08-06,6,1,1,0,26,1,50,10,0,0,405.095666895,575.810360571584
2016-08-07,7,1,1,0,28,0,53,18,0,0,429.40140690870004,677.7189401447979
2016-08-08,1,0,0,1,89,3,1072,617,1,108,8692.3991499192,5603.317802435049
2016-08-09,2,0,0,0,99,2,1072,638,2,111,8699.5472016093,12024.813912685411
2016-08-10,3,0,0,0,94,0,1048,620,2,158,8505.1012814997,13782.15377832751
2016-08-11,4,0,0,0,108,4,1148,547,6,155,9343.8848220499,10559.603229056182
2016-08-12,5,0,0,0,92,2,1027,602,2,94,8334.9611014038,11459.437307327125
2016-08-13,6,1,1,0,35,1,38,13,0,0,307.8727068402,474.6702886565243
2016-08-14,7,1,1,0,29,1,43,10,0,0,348.3822735297,508.96192076486216
2016-08-15,1,0,1,0,20,0,5,0,0,0,40.5095666895,86.53938940107929
2016-08-16,2,0,0,0,97,1,1044,648,1,163,8465.545576458,12873.834144843275
2016-08-17,3,0,1,0,25,1,0,0,0,0,0.0,38.66197858961999
2016-08-18,4,0,1,0,24,0,4,0,0,0,32.4076533516,81.60334466954184
2016-08-19,5,0,0,0,119,0,1101,688,4,99,8948.7987917885,14425.464187849295
2016-08-20,6,1,1,0,20,1,46,11,0,0,372.68801354339996,528.1786909743009
2016-08-21,7,1,1,0,28,0,41,20,0,0,332.17844685389997,549.2502461312735
2016-08-22,1,0,0,0,86,2,1095,574,1,95,8878.7431566909,12013.042821801619
2016-08-23,2,0,0,0,92,3,1133,593,7,153,9229.504173671501,11564.93030499435
2016-08-24,3,0,0,0,117,3,1139,680,5,118,9263.8195503188,11771.503644120516
2016-08-25,4,0,1,0,32,0,0,0,0,0,0.0,49.48733259471359
2016-08-26,5,0,0,0,117,4,1040,533,3,124,8447.4340264865,9638.839448165832
2016-08-27,6,1,1,0,29,0,51,19,0,0,413.1975802329,659.518917505127
2016-08-28,7,1,1,0,20,0,57,20,0,0,461.8090602603,714.8297938766216
2016-08-29,1,0,0,0,102,3,1196,587,5,88,9725.6286105791,11913.308546250431
2016-08-30,2,0,0,0,82,2,1160,646,4,108,9426.8116787246,12834.077569481049
2016-08-31,3,0,0,0,119,4,1146,675,4,111,9313.384891994001,10757.234746427968
2016-09-01,4,0,0,0,81,5,1087,646,3,83,8828.2239533678,9117.665249881658
2016-09-02,5,0,0,0,103,1,1094,657,0,163,8863.493191663001,13413.709683857347
2016-09-03,6,1,1,0,21,1,21,13,0,0,170.1401800959,279.4061644981807
2016-09-04,7,1,1,0,31,0,26,12,0,0,210.6497467854,367.08089734589555
2016-09-05,1,0,1,1,33,1,3,0,0,0,24.3057400137,66.64887595385225
2016-09-06,2,0,0,0,103,2,1143,524,2,156,9274.7830486002,12528.588604878478
2016-09-07,3,0,0,0,84,4,1096,599,7,102,8929.7333801691,10122.256594625911
2016-09-08,4,0,0,0,107,2,1167,653,6,137,9497.82117547,13038.834025081696
2016-09-09,5,0,0,0,97,5,1080,600,5,170,8785.8066633826,9221.94333464917
2016-09-10,6,1,1,0,28,1,42,15,0,0,340.2803601918,509.6899918726984
2016-09-11,7,1,1,0,18,0,29,15,0,0,234.9554867991,387.8348148824166
2016-09-12,1,0,0,0,94,4,1166,590,3,132,9468.275107062,10710.297442609652
2016-09-13,2,0,1,0,34,0,2,0,0,0,16.2038266758,74.82421349363652
2016-09-14,3,0,1,0,31,0,2,0,0,0,16.2038266758,70.18477606288211
2016-09-15,4,0,0,0,93,4,1089,644,2,151,8837.2797283536,10316.224903663033
2016-09-16,5,0,0,0,92,5,1183,670,3,138,9606.0076338063,9974.63899691035
2016-09-17,6,1,1,0,15,1,52,15,0,0,421.2994935708,591.7113019167763
2016-09-18,7,1,1,0,17,0,49,16,0,0,396.9937535571,611.2249826848628
2016-09-19,1,0,0,0,81,3,1017,579,1,168,8246.7939163347,10564.82495462809
2016-09-20,2,0,0,0,104,3,1087,681,2,108,8821.075901677801,11282.838651258773
2016-09-21,3,0,0,0,105,3,1192,684,4,90,9686.0729055374,12129.527089953595
2016-09-22,4,0,1,0,31,0,2,0,0,0,16.2038266758,70.18477606288211
2016-09-23,5,0,0,0,114,1,1054,649,2,153,8553.7127615271,12980.194767824481
2016-09-24,6,1,1,0,24,1,29,15,0,0,234.9554867991,370.7408747144749
2016-09-25,7,1,1,0,21,1,44,12,0,0,356.48418686760004,511.7974831642475
2016-09-26,1,0,0,0,84,3,1079,585,3,169,8763.4086466646,11112.582404560042
2016-09-27,2,0,0,0,81,2,1188,616,2,114,9639.3691488057,13029.317111136897
2016-09-28,3,0,0,0,104,4,1095,587,7,83,8921.6314668312,10064.318225802146
2016-09-29,4,0,0,0,87,1,1055,629,2,130,8561.814674865,12836.465278139462
2016-09-30,5,0,0,0,86,4,1171,511,2,111,9501.6366220614,10478.716574267444
2016-10-01,6,1,1,0,26,0,46,20,0,0,372.68801354339996,601.7670943734872
2016-10-02,7,1,1,0,18,1,55,16,0,0,445.60523358449996,629.4858218492325
2016-10-03,1,0,0,0,98,5,1119,507,5,141,9101.7812835607,9169.176851620883
